row,col,lon,lat,elevation_m
2,87,-57.020833,-25.595556,297.00
2,88,-57.020556,-25.595556,297.00
2,89,-57.020278,-25.595556,298.00
2,90,-57.020000,-25.595556,298.00
2,91,-57.019722,-25.595556,294.00
2,92,-57.019444,-25.595556,295.00
2,93,-57.019167,-25.595556,293.00
2,94,-57.018889,-25.595556,291.00
2,95,-57.018611,-25.595556,289.00
2,96,-57.018333,-25.595556,286.00
2,97,-57.018056,-25.595556,283.00
2,98,-57.017778,-25.595556,284.00
2,99,-57.017500,-25.595556,286.00
2,100,-57.017222,-25.595556,288.00
2,101,-57.016944,-25.595556,290.00
2,102,-57.016667,-25.595556,291.00
2,103,-57.016389,-25.595556,289.00
2,104,-57.016111,-25.595556,287.00
2,105,-57.015833,-25.595556,288.00
2,106,-57.015556,-25.595556,294.00
2,107,-57.015278,-25.595556,296.00
3,0,-57.045000,-25.595833,332.00
3,1,-57.044722,-25.595833,331.00
3,2,-57.044444,-25.595833,330.00
3,3,-57.044167,-25.595833,330.00
3,4,-57.043889,-25.595833,330.00
3,5,-57.043611,-25.595833,330.00
3,6,-57.043333,-25.595833,329.00
3,7,-57.043056,-25.595833,329.00
3,8,-57.042778,-25.595833,329.00
3,9,-57.042500,-25.595833,328.00
3,10,-57.042222,-25.595833,326.00
3,11,-57.041944,-25.595833,327.00
3,12,-57.041667,-25.595833,327.00
3,13,-57.041389,-25.595833,326.00
3,14,-57.041111,-25.595833,325.00
3,15,-57.040833,-25.595833,326.00
3,16,-57.040556,-25.595833,325.00
3,17,-57.040278,-25.595833,325.00
3,18,-57.040000,-25.595833,325.00
3,19,-57.039722,-25.595833,324.00
3,20,-57.039444,-25.595833,323.00
3,21,-57.039167,-25.595833,322.00
3,22,-57.038889,-25.595833,322.00
3,23,-57.038611,-25.595833,321.00
3,24,-57.038333,-25.595833,321.00
3,25,-57.038056,-25.595833,320.00
3,26,-57.037778,-25.595833,319.00
3,27,-57.037500,-25.595833,319.00
3,28,-57.037222,-25.595833,318.00
3,29,-57.036944,-25.595833,317.00
3,30,-57.036667,-25.595833,316.00
3,31,-57.036389,-25.595833,316.00
3,32,-57.036111,-25.595833,314.00
3,33,-57.035833,-25.595833,314.00
3,34,-57.035556,-25.595833,314.00
3,35,-57.035278,-25.595833,313.00
3,36,-57.035000,-25.595833,312.00
3,37,-57.034722,-25.595833,311.00
3,38,-57.034444,-25.595833,310.00
3,39,-57.034167,-25.595833,309.00
3,40,-57.033889,-25.595833,311.00
3,41,-57.033611,-25.595833,316.00
3,42,-57.033333,-25.595833,308.00
3,43,-57.033056,-25.595833,309.00
3,44,-57.032778,-25.595833,312.00
3,45,-57.032500,-25.595833,312.00
3,46,-57.032222,-25.595833,315.00
3,47,-57.031944,-25.595833,315.00
3,48,-57.031667,-25.595833,316.00
3,49,-57.031389,-25.595833,317.00
3,50,-57.031111,-25.595833,317.00
3,51,-57.030833,-25.595833,318.00
3,52,-57.030556,-25.595833,320.00
3,53,-57.030278,-25.595833,320.00
3,54,-57.030000,-25.595833,320.00
3,55,-57.029722,-25.595833,319.00
3,56,-57.029444,-25.595833,320.00
3,57,-57.029167,-25.595833,319.00
3,58,-57.028889,-25.595833,318.00
3,59,-57.028611,-25.595833,318.00
3,60,-57.028333,-25.595833,319.00
3,61,-57.028056,-25.595833,317.00
3,62,-57.027778,-25.595833,316.00
3,63,-57.027500,-25.595833,316.00
3,64,-57.027222,-25.595833,315.00
3,65,-57.026944,-25.595833,314.00
3,66,-57.026667,-25.595833,313.00
3,67,-57.026389,-25.595833,311.00
3,68,-57.026111,-25.595833,309.00
3,69,-57.025833,-25.595833,310.00
3,70,-57.025556,-25.595833,308.00
3,71,-57.025278,-25.595833,308.00
3,72,-57.025000,-25.595833,307.00
3,73,-57.024722,-25.595833,305.00
3,74,-57.024444,-25.595833,305.00
3,75,-57.024167,-25.595833,305.00
3,76,-57.023889,-25.595833,304.00
3,77,-57.023611,-25.595833,304.00
3,78,-57.023333,-25.595833,305.00
3,79,-57.023056,-25.595833,305.00
3,80,-57.022778,-25.595833,305.00
3,81,-57.022500,-25.595833,306.00
3,82,-57.022222,-25.595833,304.00
3,83,-57.021944,-25.595833,301.00
3,84,-57.021667,-25.595833,300.00
3,85,-57.021389,-25.595833,300.00
3,86,-57.021111,-25.595833,299.00
3,87,-57.020833,-25.595833,299.00
3,88,-57.020556,-25.595833,299.00
3,89,-57.020278,-25.595833,297.00
3,90,-57.020000,-25.595833,297.00
3,91,-57.019722,-25.595833,296.00
3,92,-57.019444,-25.595833,294.00
3,93,-57.019167,-25.595833,294.00
3,94,-57.018889,-25.595833,291.00
3,95,-57.018611,-25.595833,288.00
3,96,-57.018333,-25.595833,285.00
3,97,-57.018056,-25.595833,283.00
3,98,-57.017778,-25.595833,284.00
3,99,-57.017500,-25.595833,287.00
3,100,-57.017222,-25.595833,290.00
3,101,-57.016944,-25.595833,293.00
3,102,-57.016667,-25.595833,294.00
3,103,-57.016389,-25.595833,294.00
3,104,-57.016111,-25.595833,294.00
3,105,-57.015833,-25.595833,291.00
3,106,-57.015556,-25.595833,295.00
3,107,-57.015278,-25.595833,299.00
4,0,-57.045000,-25.596111,332.00
4,1,-57.044722,-25.596111,332.00
4,2,-57.044444,-25.596111,333.00
4,3,-57.044167,-25.596111,333.00
4,4,-57.043889,-25.596111,332.00
4,5,-57.043611,-25.596111,332.00
4,6,-57.043333,-25.596111,331.00
4,7,-57.043056,-25.596111,332.00
4,8,-57.042778,-25.596111,331.00
4,9,-57.042500,-25.596111,330.00
4,10,-57.042222,-25.596111,328.00
4,11,-57.041944,-25.596111,329.00
4,12,-57.041667,-25.596111,328.00
4,13,-57.041389,-25.596111,327.00
4,14,-57.041111,-25.596111,326.00
4,15,-57.040833,-25.596111,328.00
4,16,-57.040556,-25.596111,327.00
4,17,-57.040278,-25.596111,326.00
4,18,-57.040000,-25.596111,326.00
4,19,-57.039722,-25.596111,326.00
4,20,-57.039444,-25.596111,325.00
4,21,-57.039167,-25.596111,324.00
4,22,-57.038889,-25.596111,324.00
4,23,-57.038611,-25.596111,322.00
4,24,-57.038333,-25.596111,321.00
4,25,-57.038056,-25.596111,323.00
4,26,-57.037778,-25.596111,322.00
4,27,-57.037500,-25.596111,321.00
4,28,-57.037222,-25.596111,320.00
4,29,-57.036944,-25.596111,319.00
4,30,-57.036667,-25.596111,318.00
4,31,-57.036389,-25.596111,317.00
4,32,-57.036111,-25.596111,316.00
4,33,-57.035833,-25.596111,316.00
4,34,-57.035556,-25.596111,316.00
4,35,-57.035278,-25.596111,315.00
4,36,-57.035000,-25.596111,313.00
4,37,-57.034722,-25.596111,314.00
4,38,-57.034444,-25.596111,312.00
4,39,-57.034167,-25.596111,311.00
4,40,-57.033889,-25.596111,310.00
4,41,-57.033611,-25.596111,311.00
4,42,-57.033333,-25.596111,311.00
4,43,-57.033056,-25.596111,311.00
4,44,-57.032778,-25.596111,314.00
4,45,-57.032500,-25.596111,314.00
4,46,-57.032222,-25.596111,316.00
4,47,-57.031944,-25.596111,317.00
4,48,-57.031667,-25.596111,318.00
4,49,-57.031389,-25.596111,319.00
4,50,-57.031111,-25.596111,320.00
4,51,-57.030833,-25.596111,320.00
4,52,-57.030556,-25.596111,322.00
4,53,-57.030278,-25.596111,322.00
4,54,-57.030000,-25.596111,322.00
4,55,-57.029722,-25.596111,321.00
4,56,-57.029444,-25.596111,320.00
4,57,-57.029167,-25.596111,321.00
4,58,-57.028889,-25.596111,320.00
4,59,-57.028611,-25.596111,320.00
4,60,-57.028333,-25.596111,320.00
4,61,-57.028056,-25.596111,317.00
4,62,-57.027778,-25.596111,316.00
4,63,-57.027500,-25.596111,318.00
4,64,-57.027222,-25.596111,316.00
4,65,-57.026944,-25.596111,315.00
4,66,-57.026667,-25.596111,315.00
4,67,-57.026389,-25.596111,313.00
4,68,-57.026111,-25.596111,313.00
4,69,-57.025833,-25.596111,310.00
4,70,-57.025556,-25.596111,309.00
4,71,-57.025278,-25.596111,309.00
4,72,-57.025000,-25.596111,309.00
4,73,-57.024722,-25.596111,308.00
4,74,-57.024444,-25.596111,307.00
4,75,-57.024167,-25.596111,306.00
4,76,-57.023889,-25.596111,307.00
4,77,-57.023611,-25.596111,306.00
4,78,-57.023333,-25.596111,306.00
4,79,-57.023056,-25.596111,305.00
4,80,-57.022778,-25.596111,305.00
4,81,-57.022500,-25.596111,304.00
4,82,-57.022222,-25.596111,303.00
4,83,-57.021944,-25.596111,302.00
4,84,-57.021667,-25.596111,300.00
4,85,-57.021389,-25.596111,300.00
4,86,-57.021111,-25.596111,300.00
4,87,-57.020833,-25.596111,299.00
4,88,-57.020556,-25.596111,300.00
4,89,-57.020278,-25.596111,298.00
4,90,-57.020000,-25.596111,298.00
4,91,-57.019722,-25.596111,298.00
4,92,-57.019444,-25.596111,296.00
4,93,-57.019167,-25.596111,296.00
4,94,-57.018889,-25.596111,292.00
4,95,-57.018611,-25.596111,289.00
4,96,-57.018333,-25.596111,286.00
4,97,-57.018056,-25.596111,284.00
4,98,-57.017778,-25.596111,285.00
4,99,-57.017500,-25.596111,290.00
4,100,-57.017222,-25.596111,291.00
4,101,-57.016944,-25.596111,292.00
4,102,-57.016667,-25.596111,294.00
4,103,-57.016389,-25.596111,297.00
4,104,-57.016111,-25.596111,299.00
4,105,-57.015833,-25.596111,293.00
4,106,-57.015556,-25.596111,293.00
4,107,-57.015278,-25.596111,293.00
5,0,-57.045000,-25.596389,332.00
5,1,-57.044722,-25.596389,333.00
5,2,-57.044444,-25.596389,334.00
5,3,-57.044167,-25.596389,333.00
5,4,-57.043889,-25.596389,333.00
5,5,-57.043611,-25.596389,332.00
5,6,-57.043333,-25.596389,332.00
5,7,-57.043056,-25.596389,333.00
5,8,-57.042778,-25.596389,332.00
5,9,-57.042500,-25.596389,332.00
5,10,-57.042222,-25.596389,330.00
5,11,-57.041944,-25.596389,331.00
5,12,-57.041667,-25.596389,329.00
5,13,-57.041389,-25.596389,330.00
5,14,-57.041111,-25.596389,328.00
5,15,-57.040833,-25.596389,328.00
5,16,-57.040556,-25.596389,327.00
5,17,-57.040278,-25.596389,326.00
5,18,-57.040000,-25.596389,327.00
5,19,-57.039722,-25.596389,327.00
5,20,-57.039444,-25.596389,326.00
5,21,-57.039167,-25.596389,326.00
5,22,-57.038889,-25.596389,325.00
5,23,-57.038611,-25.596389,324.00
5,24,-57.038333,-25.596389,324.00
5,25,-57.038056,-25.596389,326.00
5,26,-57.037778,-25.596389,326.00
5,27,-57.037500,-25.596389,321.00
5,28,-57.037222,-25.596389,321.00
5,29,-57.036944,-25.596389,321.00
5,30,-57.036667,-25.596389,320.00
5,31,-57.036389,-25.596389,318.00
5,32,-57.036111,-25.596389,317.00
5,33,-57.035833,-25.596389,316.00
5,34,-57.035556,-25.596389,315.00
5,35,-57.035278,-25.596389,315.00
5,36,-57.035000,-25.596389,314.00
5,37,-57.034722,-25.596389,316.00
5,38,-57.034444,-25.596389,312.00
5,39,-57.034167,-25.596389,311.00
5,40,-57.033889,-25.596389,311.00
5,41,-57.033611,-25.596389,314.00
5,42,-57.033333,-25.596389,311.00
5,43,-57.033056,-25.596389,312.00
5,44,-57.032778,-25.596389,314.00
5,45,-57.032500,-25.596389,315.00
5,46,-57.032222,-25.596389,318.00
5,47,-57.031944,-25.596389,318.00
5,48,-57.031667,-25.596389,319.00
5,49,-57.031389,-25.596389,319.00
5,50,-57.031111,-25.596389,321.00
5,51,-57.030833,-25.596389,321.00
5,52,-57.030556,-25.596389,322.00
5,53,-57.030278,-25.596389,323.00
5,54,-57.030000,-25.596389,323.00
5,55,-57.029722,-25.596389,322.00
5,56,-57.029444,-25.596389,322.00
5,57,-57.029167,-25.596389,322.00
5,58,-57.028889,-25.596389,321.00
5,59,-57.028611,-25.596389,321.00
5,60,-57.028333,-25.596389,321.00
5,61,-57.028056,-25.596389,319.00
5,62,-57.027778,-25.596389,318.00
5,63,-57.027500,-25.596389,319.00
5,64,-57.027222,-25.596389,317.00
5,65,-57.026944,-25.596389,316.00
5,66,-57.026667,-25.596389,315.00
5,67,-57.026389,-25.596389,314.00
5,68,-57.026111,-25.596389,313.00
5,69,-57.025833,-25.596389,312.00
5,70,-57.025556,-25.596389,310.00
5,71,-57.025278,-25.596389,309.00
5,72,-57.025000,-25.596389,308.00
5,73,-57.024722,-25.596389,308.00
5,74,-57.024444,-25.596389,308.00
5,75,-57.024167,-25.596389,309.00
5,76,-57.023889,-25.596389,307.00
5,77,-57.023611,-25.596389,306.00
5,78,-57.023333,-25.596389,307.00
5,79,-57.023056,-25.596389,306.00
5,80,-57.022778,-25.596389,305.00
5,81,-57.022500,-25.596389,306.00
5,82,-57.022222,-25.596389,305.00
5,83,-57.021944,-25.596389,302.00
5,84,-57.021667,-25.596389,300.00
5,85,-57.021389,-25.596389,301.00
5,86,-57.021111,-25.596389,301.00
5,87,-57.020833,-25.596389,300.00
5,88,-57.020556,-25.596389,300.00
5,89,-57.020278,-25.596389,301.00
5,90,-57.020000,-25.596389,299.00
5,91,-57.019722,-25.596389,297.00
5,92,-57.019444,-25.596389,296.00
5,93,-57.019167,-25.596389,296.00
5,94,-57.018889,-25.596389,292.00
5,95,-57.018611,-25.596389,289.00
5,96,-57.018333,-25.596389,286.00
5,97,-57.018056,-25.596389,285.00
5,98,-57.017778,-25.596389,288.00
5,99,-57.017500,-25.596389,291.00
5,100,-57.017222,-25.596389,291.00
5,101,-57.016944,-25.596389,292.00
5,102,-57.016667,-25.596389,295.00
5,103,-57.016389,-25.596389,296.00
5,104,-57.016111,-25.596389,300.00
5,105,-57.015833,-25.596389,299.00
5,106,-57.015556,-25.596389,297.00
5,107,-57.015278,-25.596389,296.00
6,0,-57.045000,-25.596667,335.00
6,1,-57.044722,-25.596667,333.00
6,2,-57.044444,-25.596667,334.00
6,3,-57.044167,-25.596667,333.00
6,4,-57.043889,-25.596667,332.00
6,5,-57.043611,-25.596667,333.00
6,6,-57.043333,-25.596667,334.00
6,7,-57.043056,-25.596667,334.00
6,8,-57.042778,-25.596667,334.00
6,9,-57.042500,-25.596667,333.00
6,10,-57.042222,-25.596667,333.00
6,11,-57.041944,-25.596667,332.00
6,12,-57.041667,-25.596667,331.00
6,13,-57.041389,-25.596667,330.00
6,14,-57.041111,-25.596667,330.00
6,15,-57.040833,-25.596667,329.00
6,16,-57.040556,-25.596667,329.00
6,17,-57.040278,-25.596667,328.00
6,18,-57.040000,-25.596667,329.00
6,19,-57.039722,-25.596667,329.00
6,20,-57.039444,-25.596667,327.00
6,21,-57.039167,-25.596667,326.00
6,22,-57.038889,-25.596667,326.00
6,23,-57.038611,-25.596667,324.00
6,24,-57.038333,-25.596667,326.00
6,25,-57.038056,-25.596667,330.00
6,26,-57.037778,-25.596667,329.00
6,27,-57.037500,-25.596667,324.00
6,28,-57.037222,-25.596667,323.00
6,29,-57.036944,-25.596667,323.00
6,30,-57.036667,-25.596667,321.00
6,31,-57.036389,-25.596667,320.00
6,32,-57.036111,-25.596667,318.00
6,33,-57.035833,-25.596667,316.00
6,34,-57.035556,-25.596667,316.00
6,35,-57.035278,-25.596667,316.00
6,36,-57.035000,-25.596667,315.00
6,37,-57.034722,-25.596667,318.00
6,38,-57.034444,-25.596667,315.00
6,39,-57.034167,-25.596667,312.00
6,40,-57.033889,-25.596667,313.00
6,41,-57.033611,-25.596667,318.00
6,42,-57.033333,-25.596667,314.00
6,43,-57.033056,-25.596667,313.00
6,44,-57.032778,-25.596667,316.00
6,45,-57.032500,-25.596667,317.00
6,46,-57.032222,-25.596667,317.00
6,47,-57.031944,-25.596667,319.00
6,48,-57.031667,-25.596667,321.00
6,49,-57.031389,-25.596667,321.00
